order,family,species_code,scientific_name,common_name,primary,secondary,tree
NA,NA,banqua1,Philortyx fasciatus,Banded Quail,NA,NA,NA
NA,NA,barwar,Setophaga subita,Barbuda Warbler,NA,NA,NA
NA,NA,bawnig3,Quechuavis decussata,Tschudi's Nightjar,NA,NA,NA
NA,NA,bawori1,Icterus maculialatus,Bar-winged Oriole,NA,NA,NA
NA,NA,bcatan1,Driophlox atrimaxillaris,Black-cheeked Ant-Tanager,NA,NA,NA
NA,NA,bichaw4,Astur chilensis,Chilean Hawk,NA,NA,NA
NA,NA,bkfbun2,Emberiza personata,Masked Bunting,NA,NA,NA
NA,NA,bkfibi2,Theristicus branickii,Andean Ibis,NA,NA,NA
NA,NA,bknsti,Himantopus mexicanus,Black-necked Stilt,NA,NA,NA
NA,NA,bkttro7,Trogon tenellus,Northern Black-throated Trogon,NA,NA,NA
NA,NA,blaant1,Thamnophilus nigriceps,Black Antshrike,NA,NA,NA
NA,NA,blcspa1,Peucaea humeralis,Black-chested Sparrow,NA,NA,NA
NA,NA,blkoys,Haematopus bachmani,Black Oystercatcher,NA,NA,NA
NA,NA,bltjay1,Cyanolyca pumilo,Black-throated Jay,NA,NA,NA
NA,NA,blucot1,Cotinga nattererii,Blue Cotinga,NA,NA,NA
NA,NA,blusee1,Amaurospiza concolor,Blue Seedeater,NA,NA,NA
NA,NA,bncwoo3,Yungipicus nanus,Brown-capped Pygmy Woodpecker,NA,NA,NA
NA,NA,brbscy1,Campylorhamphus pusillus,Brown-billed Scythebill,NA,NA,NA
NA,NA,brcfly3,Myiophobus rufescens,Rufescent Flycatcher,NA,NA,NA
NA,NA,brnowl,Tyto furcata,American Barn Owl,NA,NA,NA
NA,NA,bryfin1,Sicalis uropygialis,Bright-rumped Yellow-Finch,NA,NA,NA
NA,NA,btmjay,Cyanocorax colliei,Black-throated Magpie-Jay,NA,NA,NA
NA,NA,btsfin1,Rhopospina alaudina,Band-tailed Sierra Finch,NA,NA,NA
NA,NA,btstan1,Lanio aurantius,Black-throated Shrike-Tanager,NA,NA,NA
NA,NA,bucman1,Lepidothrix velutina,Velvety Manakin,NA,NA,NA
NA,NA,bucsap1,Chlorestes notata,Blue-chinned Sapphire,NA,NA,NA
NA,NA,bugtan,Thraupis episcopus,Blue-gray Tanager,NA,NA,NA
NA,NA,butfog4,Automolus exsertus,Chiriqui Foliage-gleaner,NA,NA,NA
NA,NA,butfog9,Automolus cervinigularis,Fawn-throated Foliage-gleaner,NA,NA,NA
NA,NA,buvhum1,Saucerottia hoffmanni,Blue-vented Hummingbird,NA,NA,NA
NA,NA,caitea1,Anas nesiotis,Campbell Islands Teal,NA,NA,NA
NA,NA,cancan1,Asthenes pudibunda,Canyon Canastero,NA,NA,NA
NA,NA,categr1,Ardea ibis,Western Cattle-Egret,NA,NA,NA
NA,NA,categr2,Ardea coromanda,Eastern Cattle-Egret,NA,NA,NA
NA,NA,chhtes1,Cettia castaneocoronata,Chestnut-headed Tesia,NA,NA,NA
NA,NA,chiwoo1,Eulidia yarrellii,Chilean Woodstar,NA,NA,NA
NA,NA,citspa1,Peucaea sumichrasti,Cinnamon-tailed Sparrow,NA,NA,NA
NA,NA,citwar1,Myiothlypis luteoviridis,Citrine Warbler,NA,NA,NA
NA,NA,colcro1,Corvus torquatus,Collared Crow,NA,NA,NA
NA,NA,corshe,Calonectris borealis/diomedea,Cory's/Scopoli's Shearwater,NA,NA,NA
NA,NA,corswi,Chaetura fumosa,Costa Rican Swift,NA,NA,NA
NA,NA,cowfin1,Poospiza hispaniolensis,Collared Warbling Finch,NA,NA,NA
NA,NA,cozeme1,Cynanthus forficatus,Cozumel Emerald,NA,NA,NA
NA,NA,cratan1,Driophlox cristata,Crested Ant-Tanager,NA,NA,NA
NA,NA,crbwoo1,Campephilus haematogaster,Crimson-bellied Woodpecker,NA,NA,NA
NA,NA,cupcro1,Corvus minutus,Cuban Palm-Crow,NA,NA,NA
NA,NA,dbwqua1,Odontophorus melanonotus,Dark-backed Wood-Quail,NA,NA,NA
NA,NA,dubjac1,Brachygalba salmoni,Dusky-backed Jacamar,NA,NA,NA
NA,NA,eurnut1,Nucifraga caryocatactes/hemispila,Northern/Southern Nutcracker,NA,NA,NA
NA,NA,gartro1,Trogon caligatus,Gartered Trogon,NA,NA,NA
NA,NA,gbmgem1,Lampornis sybillae,Green-breasted Mountain-gem,NA,NA,NA
NA,NA,gobwar3,Myiothlypis chrysogaster,Cuzco Warbler,NA,NA,NA
NA,NA,gobwar4,Myiothlypis chlorophrys,Choco Warbler,NA,NA,NA
NA,NA,golvir1,Vireo hypochryseus,Golden Vireo,NA,NA,NA
NA,NA,grahon5,Meliphaga imitatrix,Cryptic Honeyeater,NA,NA,NA
NA,NA,grcbec1,Pachyramphus major,Gray-collared Becard,NA,NA,NA
NA,NA,grcbri1,Heliodoxa jacula,Green-crowned Brilliant,NA,NA,NA
NA,NA,grewhi1,Curruca communis,Greater Whitethroat,NA,NA,NA
NA,NA,grhgul,Chroicocephalus cirrocephalus,Gray-hooded Gull,NA,NA,NA
NA,NA,grhpip1,Piprites griseiceps,Gray-headed Piprites,NA,NA,NA
NA,NA,grnher,Butorides virescens,Green Heron,NA,NA,NA
NA,NA,gryela1,Myiopagis parambae,Choco Elaenia,NA,NA,NA
NA,NA,grygab1,Crinifer concolor,Gray Go-away-bird,NA,NA,NA
NA,NA,grygul,Leucophaeus modestus,Gray Gull,NA,NA,NA
NA,NA,grymon1,Nengetus cinereus,Gray Monjita,NA,NA,NA
NA,NA,grynod1,Anous albivitta,Gray Noddy,NA,NA,NA
NA,NA,gsgdov1,Metriopelia aymara,Golden-spotted Ground Dove,NA,NA,NA
NA,NA,gycnun1,Nonnula frontalis,Gray-cheeked Nunlet,NA,NA,NA
NA,NA,gyctyr2,Serpophaga griseicapilla,Straneck's Tyrannulet,NA,NA,NA
NA,NA,gycwoo1,Yungipicus canicapillus,Gray-capped Pygmy Woodpecker,NA,NA,NA
NA,NA,gyhbul1,Microtarsus priocephalus,Gray-headed Bulbul,NA,NA,NA
NA,NA,hoogro1,Coccothraustes abeillei,Hooded Grosbeak,NA,NA,NA
NA,NA,issjay,Aphelocoma insularis,Island Scrub-Jay,NA,NA,NA
NA,NA,istwre1,Cantorchilus elutus,Isthmian Wren,NA,NA,NA
NA,NA,leatan1,Stilpnia cucullata,Lesser Antillean Tanager,NA,NA,NA
NA,NA,lestan,Chlorothraupis olivacea,Lemon-spectacled Tanager,NA,NA,NA
NA,NA,lesvio1,Colibri cyanotus,Lesser Violetear,NA,NA,NA
NA,NA,lilmea2,Sturnella lilianae,Chihuahuan Meadowlark,NA,NA,NA
NA,NA,litbit1,Botaurus minutus,Little Bittern,NA,NA,NA
NA,NA,maghum2,Eugenes spectabilis,Talamanca Hummingbird,NA,NA,NA
NA,NA,masyel5,Geothlypis velata,Southern Yellowthroat,NA,NA,NA
NA,NA,mewgul2,Larus brachyrhynchus,Short-billed Gull,NA,NA,NA
NA,NA,mexduc,Anas diazi,Mexican Duck,NA,NA,NA
NA,NA,mexher1,Phaethornis mexicanus,Mexican Hermit,NA,NA,NA
NA,NA,mosfin1,Rhopospina fruticeti,Mourning Sierra Finch,NA,NA,NA
NA,NA,navwre1,Hylorchilus navai,Nava's Wren,NA,NA,NA
NA,NA,neocor,Nannopterum brasilianum,Neotropic Cormorant,NA,NA,NA
NA,NA,norgos,Astur atricapillus,American Goshawk,NA,NA,NA
NA,NA,oaxspa1,Aimophila notosticta,Oaxaca Sparrow,NA,NA,NA
NA,NA,ocequa1,Cyrtonyx ocellatus,Ocellated Quail,NA,NA,NA
NA,NA,olbsun4,Cinnyris ornatus,Ornate Sunbird,NA,NA,NA
NA,NA,orimag1,Pica serica,Oriental Magpie,NA,NA,NA
NA,NA,pacpar1,Psittacara strenuus,Pacific Parakeet,NA,NA,NA
NA,NA,pacswa3,Hirundo domicola,Hill Swallow,NA,NA,NA
NA,NA,pafear1,Upucerthia saturatior,Patagonian Forest Earthcreeper,NA,NA,NA
NA,NA,parant2,Cercomacroides parkeri,Parker's Antbird,NA,NA,NA
NA,NA,piehar1,Circus melanoleucos,Pied Harrier,NA,NA,NA
NA,NA,piesti1,Himantopus leucocephalus,Pied Stilt,NA,NA,NA
NA,NA,pltswi1,Collocalia affinis,Plume-toed Swiftlet,NA,NA,NA
NA,NA,pluhaw,Cryptoleucopteryx plumbea,Plumbeous Hawk,NA,NA,NA
NA,NA,prsowl,Gymnasio nudipes,Puerto Rican Owl,NA,NA,NA
NA,NA,purswa3,Porphyrio poliocephalus,Gray-headed Swamphen,NA,NA,NA
NA,NA,purswa6,Porphyrio melanotus,Australasian Swamphen,NA,NA,NA
NA,NA,rbsfin1,Idiopsar dorsalis,Red-backed Sierra Finch,NA,NA,NA
NA,NA,rcqdov1,Zentrygon goldmani,Russet-crowned Quail-Dove,NA,NA,NA
NA,NA,rebdot1,Anarhynchus obscurus,Red-breasted Dotterel,NA,NA,NA
NA,NA,redcro9,Loxia sinesciuris,Cassia Crossbill,NA,NA,NA
NA,NA,refblu,Tarsiger cyanurus/albocoeruleus,Red-flanked/Qilian Bluetail,NA,NA,NA
NA,NA,refpar1,Touit costaricensis,Red-fronted Parrotlet,NA,NA,NA
NA,NA,rottan1,Piranga roseogularis,Rose-throated Tanager,NA,NA,NA
NA,NA,rtatan1,Driophlox fuscicauda,Red-throated Ant-Tanager,NA,NA,NA
NA,NA,rubant1,Formicarius rufipectus,Rufous-breasted Antthrush,NA,NA,NA
NA,NA,rubcha1,Ortalis wagleri,Rufous-bellied Chachalaca,NA,NA,NA
NA,NA,rubspi5,Cranioleuca dissita,Coiba Spinetail,NA,NA,NA
NA,NA,rucdot1,Zonibyx modestus,Rufous-chested Dotterel,NA,NA,NA
NA,NA,rucwar4,Basileuterus delattrii,Chestnut-capped Warbler,NA,NA,NA
NA,NA,rurant1,Euchrepomis callinota,Rufous-rumped Antwren,NA,NA,NA
NA,NA,rwbtyr1,Cnemarchus rufipennis,Rufous-webbed Bush-Tyrant,NA,NA,NA
NA,NA,sbsbab2,Erythrogenys erythrocnemis,Black-necklaced Scimitar-Babbler,NA,NA,NA
NA,NA,scbhum1,Phaeochroa cuvierii,Scaly-breasted Hummingbird,NA,NA,NA
NA,NA,scbtan2,Heterospingus xanthopygius,Scarlet-browed Tanager,NA,NA,NA
NA,NA,screup3,Euphonia godmani,West Mexican Euphonia,NA,NA,NA
NA,NA,sibsto1,Saxicola maurus,Siberian Stonechat,NA,NA,NA
NA,NA,sinqua1,Dactylortyx thoracicus,Singing Quail,NA,NA,NA
NA,NA,siryst3,Sirystes albogriseus,Choco Sirystes,NA,NA,NA
NA,NA,slcgro1,Saltator grossus,Slate-colored Grosbeak,NA,NA,NA
NA,NA,sleshe1,Doricha enicura,Slender Sheartail,NA,NA,NA
NA,NA,sltgna1,Polioptila schistaceigula,Slate-throated Gnatcatcher,NA,NA,NA
NA,NA,soasni3,Gallinago magellanica,Magellanic Snipe,NA,NA,NA
NA,NA,soatan1,Driophlox gutturalis,Sooty Ant-Tanager,NA,NA,NA
NA,NA,spemou1,Laniocera rufescens,Speckled Mourner,NA,NA,NA
NA,NA,stitap1,Scytalopus stilesi,Stiles's Tapaculo,NA,NA,NA
NA,NA,stonec4,Saxicola rubicola,European Stonechat,NA,NA,NA
NA,NA,strpri8,Prinia striata,Striped Prinia,NA,NA,NA
NA,NA,strwoo5,Automolus virgatus,Western Woodhaunter,NA,NA,NA
NA,NA,sttspi1,Leptasthenura striata,Streaked Tit-Spinetail,NA,NA,NA
NA,NA,surtan1,Heterospingus rubrifrons,Sulphur-rumped Tanager,NA,NA,NA
NA,NA,swfgle,Neophilydor fuscipenne,Slaty-winged Foliage-gleaner,NA,NA,NA
NA,NA,tafqua1,Rhynchortyx cinctus,Tawny-faced Quail,NA,NA,NA
NA,NA,thbsis1,Spinus crassirostris,Thick-billed Siskin,NA,NA,NA
NA,NA,thswar2,Basileuterus punctipectus,Yungas Warbler,NA,NA,NA
NA,NA,thswar5,Basileuterus melanotis,Costa Rican Warbler,NA,NA,NA
NA,NA,trogna2,Polioptila bilineata,White-browed Gnatcatcher,NA,NA,NA
NA,NA,tunbeg1,Anser serrirostris,Tundra Bean-Goose,NA,NA,NA
NA,NA,turdac1,Dacnis hartlaubi,Turquoise Dacnis,NA,NA,NA
NA,NA,varsol1,Myadestes coloratus,Varied Solitaire,NA,NA,NA
NA,NA,vefeup1,Euphonia concinna,Velvet-fronted Euphonia,NA,NA,NA
NA,NA,versco2,Megascops centralis,Choco Screech-Owl,NA,NA,NA
NA,NA,vivnil3,Niltava vivida,Taiwan Vivid Niltava,NA,NA,NA
NA,NA,wbmgem1,Lampornis hemileucus,White-bellied Mountain-gem,NA,NA,NA
NA,NA,wbseag1,Icthyophaga leucogaster,White-bellied Sea-Eagle,NA,NA,NA
NA,NA,weseme1,Chlorostilbon melanorhynchus,Western Emerald,NA,NA,NA
NA,NA,whbsho6,Brachypteryx goodfellowi,Taiwan Shortwing,NA,NA,NA
NA,NA,whecon1,Conirostrum leucogenys,White-eared Conebill,NA,NA,NA
NA,NA,whlgna3,Polioptila albiventris,Yucatan Gnatcatcher,NA,NA,NA
NA,NA,whswoo1,Lepidocolaptes leucogaster,White-striped Woodcreeper,NA,NA,NA
NA,NA,whteme1,Microchera chionura,White-tailed Emerald,NA,NA,NA
NA,NA,withum1,Selasphorus ellioti,Wine-throated Hummingbird,NA,NA,NA
NA,NA,wooscj2,Aphelocoma woodhouseii,Woodhouse's Scrub-Jay,NA,NA,NA
NA,NA,wtmjay1,Cyanocorax formosus,White-throated Magpie-Jay,NA,NA,NA
NA,NA,wtsfin1,Idiopsar erythronotus,White-throated Sierra Finch,NA,NA,NA
NA,NA,wtstan1,Lanio leucothorax,White-throated Shrike-Tanager,NA,NA,NA
NA,NA,wwdfin1,Idiopsar speculifer,Glacier Finch,NA,NA,NA
NA,NA,wynlau1,Pterorhinus delesserti,Wayanad Laughingthrush,NA,NA,NA
NA,NA,y01288,Carduelis carduelis/caniceps,European/Gray-crowned Goldfinch,NA,NA,NA
NA,NA,y01309,Troglodytes aedon/musculus,Northern/Southern House Wren,NA,NA,NA
NA,NA,y01312,Sula leucogaster/brewsteri,Brown/Cocos Booby,NA,NA,NA
NA,NA,yebant2,Herpsilochmus axillaris,Yellow-breasted Antwren,NA,NA,NA
NA,NA,yegtyr1,Phylloscartes flavovirens,Yellow-green Tyrannulet,NA,NA,NA
NA,NA,yehbrf1,Atlapetes flaviceps,Yellow-headed Brushfinch,NA,NA,NA
NA,NA,yelpip3,Anthus peruvianus,Peruvian Pipit,NA,NA,NA
NA,NA,yersis1,Spinus uropygialis,Yellow-rumped Siskin,NA,NA,NA
NA,NA,yetfin1,Atlapetes tibialis,Yellow-thighed Brushfinch,NA,NA,NA
NA,NA,yucfly1,Myiarchus yucatanensis,Yucatan Flycatcher,NA,NA,NA
